0,180,0,0,0,0,1
0,144,0,0,0,0,1
0,108,0,0,0,0,0
0,72,0,0,0,0,0
0,36,0,0,0,0,0
0,312,0,0,0,0,0
0,276,0,0,0,0,0
0,240,0,0,0,0,0
0,210,0,0,0,0,1
0,168,0,0,0,0,1
471,132,0,0,0,0,1
435,96,0,0,0,0,0
399,60,0,0,0,0,0
351,0,0,0,0,0,0
321,0,0,0,0,0,0
285,0,0,0,0,0,0
249,0,0,0,0,0,0
213,0,0,0,0,0,0
177,480,0,0,0,0,1
135,438,0,0,0,0,0
93,396,0,0,0,0,0
57,360,0,0,0,0,0
0,324,0,0,0,0,0
0,288,0,0,0,0,0
0,258,0,0,0,0,0
0,222,0,0,0,0,0
0,186,0,0,0,0,1
0,150,0,0,0,0,0
471,114,0,0,0,0,0
435,78,0,0,0,0,0
399,42,0,0,0,0,0
363,0,0,0,0,0,0
327,0,0,0,0,0,0
291,0,0,0,0,0,0
255,0,0,0,0,0,0
219,0,0,0,0,0,0
177,0,0,0,0,0,1
141,0,0,0,0,0,1
99,0,0,0,0,0,0
63,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
501,0,0,0,0,0,0
465,0,0,0,0,0,0
435,0,0,0,0,0,0
399,0,0,0,0,0,0
369,0,0,0,0,0,0
333,0,0,0,0,0,0
297,0,0,0,0,0,0
261,0,0,0,0,0,0
225,0,0,0,0,0,1
189,0,0,0,0,0,1
153,0,0,0,0,0,0
117,0,0,0,0,0,0
81,0,0,0,0,0,0
39,0,0,0,0,0,0
0,468,0,0,0,0,0
0,432,0,0,0,0,0
0,396,0,0,0,0,0
0,360,0,0,0,0,0
0,318,0,0,0,0,0
0,282,0,0,0,0,0
0,246,0,0,0,0,0
0,210,0,0,0,0,0
0,174,0,0,0,0,1
0,138,0,0,0,0,1
477,102,0,0,0,0,0
441,66,0,0,0,0,0
405,30,0,0,0,0,0
369,0,0,0,0,0,0
333,0,0,0,0,0,0
297,0,0,0,0,0,0
261,0,0,0,0,0,0
225,0,0,0,0,0,0
189,0,0,0,0,0,1
159,0,0,0,0,0,1
123,0,0,0,0,0,0
87,0,0,0,0,0,0
51,0,0,0,0,0,0
0,0,0,0,0,0,0
483,0,0,0,0,0,0
447,0,0,0,0,0,0
411,0,0,0,0,0,0
375,0,0,0,0,0,0
339,0,0,0,0,0,0
303,0,0,0,0,0,0
267,0,0,0,0,0,0
231,486,0,0,0,0,0
195,450,0,0,0,0,1
159,414,0,0,0,0,1
123,378,0,0,0,0,0
87,342,0,0,0,0,0
51,306,0,0,0,0,0
0,270,0,0,0,0,0
0,234,0,0,0,0,0
0,204,0,0,0,0,1
0,168,0,0,0,0,1
0,132,0,0,0,0,0
0,96,0,0,0,0,0
0,60,0,0,0,0,0
0,365,0,0,0,0,0
0,329,0,0,0,0,0
0,293,0,0,0,0,0
0,257,0,0,0,0,0
0,221,0,0,0,0,0
500,184,0,0,0,0,1
456,140,0,0,0,0,1
414,98,0,0,0,0,0
376,60,0,0,0,0,0
340,0,0,0,0,0,0
303,0,0,0,0,0,0
265,0,0,0,0,0,0
229,0,0,0,0,0,0
188,0,0,0,0,0,1
148,0,0,0,0,0,1
109,0,0,0,0,0,0
70,0,0,0,0,0,0
37,0,0,0,0,0,0
32,0,0,0,0,0,0
0,488,0,0,0,0,0
0,446,0,0,0,0,0
0,408,0,0,0,0,0
0,366,0,0,0,0,0
0,318,0,0,0,0,0
0,277,0,0,0,0,0
0,235,0,0,0,0,0
0,193,0,0,0,0,1
0,151,0,0,0,0,1
0,109,0,0,0,0,0
0,60,0,0,0,0,0
0,344,0,0,0,0,0
0,295,0,0,0,0,0
0,253,0,0,0,0,0
0,211,0,0,0,0,1
0,169,0,0,0,0,1
0,127,0,0,0,0,0
0,78,0,0,0,0,0
0,36,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
482,0,0,0,0,0,0
440,0,0,0,0,0,0
398,0,0,0,0,0,0
357,0,0,0,0,0,0
315,0,0,0,0,0,0
273,0,0,0,0,0,0
231,491,0,0,0,0,0
189,449,0,0,0,0,1
140,400,0,0,0,0,0
98,358,0,0,0,0,0
56,316,0,0,0,0,0
0,253,0,0,0,0,0
0,225,0,0,0,0,0
0,183,0,0,0,0,1
0,141,0,0,0,0,0
0,92,0,0,0,0,0
0,50,0,0,0,0,0
0,344,0,0,0,0,0
0,302,0,0,0,0,0
0,253,0,0,0,0,0
0,211,0,0,0,0,1
0,169,0,0,0,0,1
0,120,0,0,0,0,0
0,78,0,0,0,0,0
0,43,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
489,0,0,0,0,0,0
447,0,0,0,0,0,0
405,0,0,0,0,0,0
363,0,0,0,0,0,0
321,0,0,0,0,0,0
279,0,0,0,0,0,0
237,0,0,0,0,0,0
195,0,0,0,0,0,0
153,0,0,0,0,0,1
111,0,0,0,0,0,0
69,0,0,0,0,0,0
0,491,0,0,0,0,0
0,449,0,0,0,0,0
0,407,0,0,0,0,0
0,365,0,0,0,0,0
0,323,0,0,0,0,0
0,281,0,0,0,0,0
0,239,0,0,0,0,0
0,197,0,0,0,0,1
0,155,0,0,0,0,1
0,113,0,0,0,0,0
0,71,0,0,0,0,0
0,0,0,0,0,0,0
0,37,0,0,0,0,0
0,0,0,0,0,0,0
0,484,0,0,0,0,0
0,442,0,0,0,0,0
0,400,0,0,0,0,0
0,358,0,0,0,0,0
0,316,0,0,0,0,0
0,281,0,0,0,0,0
0,218,0,0,0,0,0
0,190,0,0,0,0,1
0,148,0,0,0,0,1
0,106,0,0,0,0,0
0,64,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
468,0,0,0,0,0,0
426,0,0,0,0,0,0
384,0,0,0,0,0,0
342,0,0,0,0,0,0
300,0,0,0,0,0,0
258,0,0,0,0,0,0
216,0,0,0,0,0,0
174,0,0,0,0,0,1
132,0,0,0,0,0,0
76,0,0,0,0,0,0
41,0,0,0,0,0,0
482,0,0,0,0,0,0
440,0,0,0,0,0,0
405,0,0,0,0,0,0
363,0,0,0,0,0,0
321,0,0,0,0,0,0
279,0,0,0,0,0,0
237,0,0,0,0,0,0
195,0,0,0,0,0,0
153,0,0,0,0,0,1
111,0,0,0,0,0,1
69,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,463,0,0,0,0,0
0,421,0,0,0,0,0
0,379,0,0,0,0,0
0,337,0,0,0,0,0
0,295,0,0,0,0,0
0,253,0,0,0,0,0
0,211,0,0,0,0,0
0,169,0,0,0,0,1
0,127,0,0,0,0,1
0,85,0,0,0,0,0
0,43,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
489,0,0,0,0,0,0
446,0,0,0,0,0,0
411,0,0,0,0,0,0
369,0,0,0,0,0,0
327,0,0,0,0,0,0
278,0,0,0,0,0,0
236,0,0,0,0,0,0
194,0,0,0,0,0,1
152,0,0,0,0,0,1
110,0,0,0,0,0,0
68,0,0,0,0,0,0
0,0,0,0,0,0,0
475,0,0,0,0,0,0
425,0,0,0,0,0,0
383,0,0,0,0,0,0
341,0,0,0,0,0,0
299,0,0,0,0,0,0
257,0,0,0,0,0,0
214,0,0,0,0,0,0
171,0,0,0,0,0,1
120,0,0,0,0,0,1
71,0,0,0,0,0,0
36,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,476,0,0,0,0,0
0,432,0,0,0,0,1
0,389,0,0,0,0,1
0,347,0,0,0,0,1
0,305,0,0,0,0,0
0,262,0,0,0,0,0
0,220,0,0,0,0,0
0,184,0,0,0,0,0
0,140,0,0,0,0,1
0,94,0,0,0,0,1
0,48,0,0,0,0,0
0,427,0,0,0,0,0
0,383,0,0,0,0,0
0,338,0,0,0,0,0
0,284,0,0,0,0,0
0,239,0,0,0,0,0
0,200,0,0,0,0,0
0,152,0,0,0,0,1
483,104,0,0,0,0,0
436,57,0,0,0,0,0
388,0,0,0,0,0,0
348,0,0,0,0,0,0
300,0,0,0,0,0,0
253,0,0,0,0,0,0
206,0,0,0,0,0,0
158,453,0,0,0,0,1
102,397,0,0,0,0,1
55,350,0,0,0,0,0
0,302,0,0,0,0,0
0,246,0,0,0,0,0
0,198,0,0,0,0,0
0,142,0,0,0,0,1
0,95,0,0,0,0,1
0,47,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,484,0,0,0,0,0
0,436,0,0,0,0,0
0,388,0,0,0,0,0
0,340,0,0,0,0,0
0,300,0,0,0,0,0
0,252,0,0,0,0,1
0,196,0,0,0,0,1
0,148,0,0,0,0,0
0,100,0,0,0,0,0
459,52,0,0,0,0,0
411,0,0,0,0,0,0
363,0,0,0,0,0,0
315,0,0,0,0,0,0
267,0,0,0,0,0,0
211,0,0,0,0,0,1
163,0,0,0,0,0,1
115,0,0,0,0,0,0
59,0,0,0,0,0,0
0,0,0,0,0,0,0
467,0,0,0,0,0,0
419,0,0,0,0,0,0
371,0,0,0,0,0,0
323,0,0,0,0,0,0
275,0,0,0,0,0,0
227,0,0,0,0,0,1
179,0,0,0,0,0,1
131,0,0,0,0,0,0
83,0,0,0,0,0,0
43,492,0,0,0,0,0
0,444,0,0,0,0,0
0,396,0,0,0,0,0
0,348,0,0,0,0,0
0,300,0,0,0,0,0
0,260,0,0,0,0,0
0,212,0,0,0,0,1
0,172,0,0,0,0,1
0,116,0,0,0,0,0
0,60,0,0,0,0,0
467,0,0,0,0,0,0
419,0,0,0,0,0,0
371,0,0,0,0,0,0
315,0,0,0,0,0,0
267,0,0,0,0,0,0
219,0,0,0,0,0,1
171,0,0,0,0,0,0
123,0,0,0,0,0,0
75,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
467,0,0,0,0,0,0
419,0,0,0,0,0,0
371,0,0,0,0,0,0
323,0,0,0,0,0,0
283,0,0,0,0,0,1
235,0,0,0,0,0,1
179,484,0,0,0,0,1
131,436,0,0,0,0,0
83,388,0,0,0,0,0
35,340,0,0,0,0,0
0,292,0,0,0,0,0
0,244,0,0,0,0,0
0,196,0,0,0,0,1
0,148,0,0,0,0,1
0,100,0,0,0,0,1
0,52,0,0,0,0,0
0,436,0,0,0,0,0
0,388,0,0,0,0,0
0,340,0,0,0,0,0
0,292,0,0,0,0,0
0,244,0,0,0,0,0
0,196,0,0,0,0,1
0,148,0,0,0,0,1
0,100,0,0,0,0,0
0,52,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,468,172,0,0,0
0,0,426,172,0,0,1
0,0,0,0,385,175,1
0,0,335,172,0,0,0
0,0,293,172,0,0,0
0,0,0,0,252,175,0
0,0,0,0,210,175,0
0,0,167,172,0,0,0
0,0,125,172,0,0,1
0,0,0,0,84,175,0
0,0,41,172,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,481,172,0,0,0
0,0,438,172,0,0,0
0,0,0,0,396,175,0
0,0,0,0,354,175,0
0,0,310,172,0,0,0
0,0,0,0,268,175,0
0,0,0,0,226,175,0
0,0,181,172,0,0,1
0,0,137,172,0,0,1
0,0,0,0,95,175,0
0,0,0,0,52,175,0
0,0,0,0,0,0,0
499,0,0,0,0,0,0
451,0,0,0,0,0,0
402,0,0,0,0,0,0
354,0,0,0,0,0,0
306,0,0,0,0,0,0
249,0,0,0,0,0,0
193,0,0,0,0,0,1
145,0,0,0,0,0,1
96,0,0,0,0,0,0
48,0,0,0,0,0,0
34,0,0,0,0,0,0
499,0,0,0,0,0,0
451,0,0,0,0,0,0
403,0,0,0,0,0,0
355,0,0,0,0,0,0
298,0,0,0,0,0,0
250,0,0,0,0,0,0
201,0,0,0,0,0,1
144,450,0,0,0,0,0
96,402,0,0,0,0,0
48,354,0,0,0,0,0
0,305,0,0,0,0,0
0,256,0,0,0,0,0
0,208,0,0,0,0,1
0,159,0,0,0,0,1
0,111,0,0,0,0,0
0,62,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,480,121,0,0,0
0,0,431,121,0,0,0
0,0,0,0,384,124,0
0,0,0,0,336,124,0
0,0,287,121,0,0,0
0,0,239,121,0,0,0
0,0,0,0,192,124,0
0,0,143,121,0,0,0
0,0,95,121,0,0,0
0,0,0,0,48,124,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,469,121,0,0,0
0,0,424,121,0,0,0
0,0,0,0,371,124,0
0,0,0,0,308,124,0
0,0,253,121,0,0,0
0,0,199,121,0,0,0
0,0,0,0,146,124,0
0,0,91,121,0,0,0
0,0,37,121,0,0,0
0,0,0,0,0,0,0
469,0,0,0,0,0,0
415,0,0,0,0,0,1
361,0,0,0,0,0,1
307,0,0,0,0,0,0
254,0,0,0,0,0,0
192,0,0,0,0,0,0
129,0,0,0,0,0,0
379,0,0,0,0,0,1
379,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
